name,m24,m23
기준 leaves10+ET,856.2020672640447,796.4633489283002
leaves15,858.8721565222835,797.6652841448329
leaves21,862.701308975633,794.9505153956427
leaves31,863.4743515421706,792.9725924464948
n2400/lr.005,856.0034755997425,799.9968339492125
n4800/lr.0025,854.8550805595578,801.7348638870492
leaves31+n2400,862.9924612483686,789.8763972501665
