name,nfeat,m24,m23,sec,d24,d23,both
합법 기준선 124,124,872.8596891731222,781.7855899121984,171.76801586151123,0.0,0.0,False
+ 사후 시즌최종성적 (금지),127,1154.2530066850798,1026.5447731790944,238.80388569831848,281.39331751195755,244.759183266896,True
