name,nfeat,m24,m23,sec,d24,d23,both
기준선(v7 120피처),120,867.5170830720225,766.0845181195918,192.5322585105896,0.0,0.0,False
구종배분 & 엔트로피 (+6개),126,866.7114666326859,766.3305100153007,197.77359628677368,-0.8056164393366316,0.24599189570881208,False
