name,nfeat,m24,m23,sec,d24,d23,both
기준선 124,124,872.8596891731222,781.7855899121984,339.5666356086731,0.0,0.0,False
+ ph_* (플래툰),128,867.1964436883451,787.5397106971604,349.103622674942,-5.663245484777121,5.754120784962083,False
+ ph_delta/logn 만,126,868.8423529448097,787.1103113824885,313.88077330589294,-4.017336228312502,5.324721470290115,False
