name,nfeat,m24,m23,sec,d24,d23,both
기준선 124,124,872.8596891731222,781.7855899121984,184.5861222743988,0.0,0.0,False
+ 1군오염보정 4개,128,876.6297934833856,774.5577184897323,189.17847323417664,3.7701043102633776,-7.227871422466023,False
+ p_ctm 만,125,873.2620069798802,779.3632296268615,177.55349469184875,0.402317806757992,-2.422360285336822,False
+ pR_rate/p_ctm,126,876.4783859126157,773.6425186421814,209.0393946170807,3.6186967394935436,-8.143071270017003,False
