name,nfeat,m24,m23,sec,d24,d23,both
기준선(v7 120피처),120,867.5170830720225,766.0845181195918,202.5661745071411,0.0,0.0,False
그룹1: 볼카운트 역학 (+7개),127,868.1106924226967,764.7187910830078,201.8222360610962,0.5936093506742282,-1.365727036584076,False
그룹2: 스트레스/상황 상호작용 (+3개),123,866.6371693953346,764.2733299149551,182.31859159469604,-0.8799136766879201,-1.8111882046367782,False
그룹3: 구종-카운트 상호작용 (+3개),123,868.4492593085347,767.74905481517,182.0545732975006,0.9321762365121913,1.6645366955781356,True
전체 결합 (+13개),133,865.3643282512169,763.8054058416554,266.85453367233276,-2.152754820805626,-2.279112277936406,False
