name,m24,m23
기준 leaves15+ET,858.8721565222835,797.6652841448329
leaves18,861.4550661440012,796.3383125947132
leaves12,858.1027943468044,798.6711189378104
mcs12000,861.6137140816327,799.8421762371311
mcs3000,860.4128934498024,799.3446028016216
colsample.4,860.8784032951066,802.3108845640836
colsample.6,854.6503388365934,796.6616083965316
lambda200+mcs12000,860.9837718390412,800.5951111292986
