name,m24,m23
기준 leaves10+ET,856.2020672640447,796.4633489283002
colsample.3,853.3925980387602,802.1419602288527
colsample.15,847.2889833341601,799.3822876679824
colsample.7,853.7719664861498,797.9853043181939
mcs3000,855.7736089861545,799.3358574534648
mcs12000,851.2800128631093,798.6230675276151
mcs20000,855.816265367515,790.8290745183067
lambda200,856.7239972489871,800.3577753408874
cs.15+mcs12000,844.8321810800796,793.9097397659633
