name,nfeat,m24,m23,sec,d24,d23,both
41차 승인 기준 (128피처),128,872.6147643935644,769.6774641463788,191.11162519454956,0.0,0.0,False
성분이력 shr100,136,873.717506978866,765.5952782889108,194.58138155937195,1.1027425853015984,-4.082185857468062,False
성분이력 shr300,136,872.6031389522549,762.6330668554892,195.3846628665924,-0.011625441309547568,-7.044397290889606,False
