name,nfeat,m24,m23,sec,d24,d23,both
기준 v7,120,867.5170830720225,766.0845181195918,181.90261435508728,0.0,0.0,False
B1 타자x카운트,124,866.8932259878859,766.2838308588049,188.9897177219391,-0.6238570841366027,0.19931273921304182,False
B2 타자x투수손,124,869.2534166995891,764.0291010079792,188.6100161075592,1.736333627566637,-2.0554171116126554,False
B3 투수x타자손x카운트,124,872.8596891731222,781.7855899121984,189.02524042129517,5.342606101099705,15.701071792606513,True
B4 투수x이닝,124,865.1493452688342,764.1725964685376,187.78483772277832,-2.3677378031883336,-1.9119216510542856,False
B5 전부결합,136,870.1782216563925,774.4721566622869,200.27041459083557,2.661138584369951,8.387638542695072,True
