shard,ci,solo24,solo22,solo,best_w,gain,iset,k,h,L,plr,emb,wd,lr,drop
1,26,270.0626772534687,0.0,135.03133862673434,0.15,-21.593881276071897,A_raw,32,128,2,False,0,0.001,0.002,0.1
1,27,684.5740753491758,318.07262457029805,501.3233499597369,0.15,-2.556763461270009,B_raw_d,8,512,2,False,4,0.001,0.002,0.1
1,28,640.4837154573628,212.8110467459976,426.6473811016802,0.15,-6.265193655535768,B_raw_d,64,512,2,True,0,0.001,0.002,0.1
1,29,140.07542336089696,0.0,70.03771168044848,0.15,-22.05117176647957,A_raw,8,512,2,True,4,0.01,0.002,0.1
1,30,355.1009004638006,0.0,177.5504502319003,0.15,-16.206818292902085,A_raw,8,128,2,False,0,0.01,0.002,0.1
1,31,518.3318325274411,0.0,259.16591626372053,0.15,0.9366984181302769,C_full,8,512,2,True,4,0.01,0.002,0.1
1,32,314.98189297771705,343.8351558210262,329.40852439937163,0.15,-7.7477810956073085,C_full,64,128,2,True,0,0.001,0.002,0.1
1,33,352.0478487645029,0.0,176.02392438225144,0.15,-27.060677785817347,A_raw,32,512,2,False,4,0.01,0.002,0.1
1,34,508.0993389415145,225.72807710702358,366.913708024269,0.15,-11.286018267786517,B_raw_d,32,512,2,True,0,0.01,0.002,0.1
1,35,346.8958240219422,430.60636531128125,388.7510946666117,0.15,-2.3950909791736876,C_full,64,128,2,False,0,0.01,0.002,0.1
1,36,374.24806649202225,214.09261644033117,294.1703414661767,0.15,-10.03103757766803,B_raw_d,8,128,2,False,4,0.01,0.002,0.1
1,37,374.8503286436389,196.97919042902524,285.91475953633204,0.15,-3.964036085885027,C_full,32,128,2,False,0,0.01,0.002,0.1
1,38,672.7852409555978,76.55932547594446,374.67228321577113,0.15,-4.193416356801379,B_raw_d,8,512,2,True,4,0.01,0.002,0.1
1,39,471.2480508523353,0.0,235.62402542616766,0.15,-21.477979086115283,A_raw,64,512,2,True,4,0.01,0.002,0.1
1,40,561.1461122168149,0.0,280.57305610840746,0.15,-6.283126676814845,C_full,64,256,2,False,0,0.01,0.002,0.1
1,41,335.0533227039598,0.0,167.5266613519799,0.15,-29.93843017556344,A_raw,8,512,2,False,4,0.01,0.002,0.1
1,42,454.6232302710007,0.0,227.31161513550035,0.15,-20.699190930345594,A_raw,64,512,2,False,4,0.001,0.002,0.1
1,43,342.73365588500803,0.0,171.36682794250402,0.15,-24.652779893752324,A_raw,64,256,2,True,4,0.01,0.002,0.1
1,44,553.3345932205668,82.21015370956097,317.7723734650639,0.15,2.748553720954817,C_full,64,256,2,False,4,0.01,0.002,0.1
1,45,347.5159751483603,0.0,173.75798757418016,0.15,-33.651281734470274,A_raw,8,256,2,True,4,0.01,0.002,0.1
1,46,212.6867720764314,0.0,106.3433860382157,0.15,-22.502111006267285,A_raw,8,256,2,False,4,0.001,0.002,0.1
1,47,265.84684219214114,259.47210519826626,262.6594736952037,0.15,-8.760024020865217,B_raw_d,32,512,2,False,4,0.01,0.002,0.1
1,48,248.9536869887954,0.0,124.4768434943977,0.15,-26.16553906835128,A_raw,32,256,2,True,0,0.001,0.002,0.1
1,49,425.69675801846785,0.0,212.84837900923392,0.15,-17.462172276977412,A_raw,8,128,2,True,0,0.001,0.002,0.1
1,50,515.5292264753531,0.0,257.76461323767654,0.15,7.351279593709194,C_full,32,512,2,False,4,0.001,0.002,0.1
1,51,341.1057591781508,115.20908314130995,228.15742115973035,0.15,-9.004884375074482,B_raw_d,8,256,2,False,4,0.01,0.002,0.1
1,52,0.0,0.0,0.0,0.15,-42.94733016955712,A_raw,8,512,2,True,4,0.001,0.002,0.1
1,53,213.22344132045367,0.0,106.61172066022684,0.15,-33.858238246237136,A_raw,64,128,2,True,0,0.001,0.002,0.1
1,54,427.6526192633301,80.21925009138454,253.93593467735732,0.15,-8.332221443313529,B_raw_d,64,128,2,False,4,0.001,0.002,0.1
1,55,518.4451293678504,157.22668674760243,337.83590805772644,0.15,-6.69232717772087,B_raw_d,64,128,2,True,4,0.01,0.002,0.1
1,56,541.3489801041837,332.28910699347745,436.81904354883056,0.15,-5.364614547259691,B_raw_d,8,128,2,False,0,0.001,0.002,0.1
1,57,337.8082248232439,0.0,168.90411241162195,0.15,-21.75992006470119,A_raw,8,512,2,True,0,0.001,0.002,0.1
1,58,275.8110011560566,0.0,137.9055005780283,0.15,-29.78357959151913,A_raw,32,256,2,False,4,0.01,0.002,0.1
1,59,159.46707204472776,0.0,79.73353602236388,0.15,-17.04553147611756,B_raw_d,8,128,2,True,4,0.01,0.002,0.1
