name,m24,m23
기준 d4+bt2,829.1023911778051,699.2265589831347
l2_200,839.048043472479,693.5491444433728
l2_500,830.3156601593087,693.4600914352274
border64,845.9407179563838,678.6970956651484
n8000/lr.0075,838.69116415477,691.3323271969807
l2_500+n4000,846.4456843161106,705.4285777847836
