name,m24,m23
기준 현행,825.7693508543551,774.2174846231076
n2400/lr.005,834.7959227820722,772.0156411273771
n4800/lr.0025,831.9051230576524,775.1452985603313
n600/lr.02,826.2246154612241,769.2672348322826
colsample.3,834.0453008267024,784.684049463058
colsample.8,830.0175440841273,767.2953908665403
lambda200,828.5333085604196,776.4294382691661
lambda10,823.6583650804819,772.9663523165286
subsample.5,820.1919113094758,770.5349276249218
extra_trees,858.8721565222835,797.6652841448329
