shard,ci,avg,raw_2024,trend_2024,oracle_2024,sdp_2024,raw_2022,trend_2022,oracle_2022,sdp_2022,arch,k,h,L,emb,drop,plr,film,lr,wd,bs
1,0,472.35785768391383,560.675035880398,665.8383557413772,667.424511507031,0.0495605506002903,384.0406794874296,458.3121138659774,480.33126945139503,0.04081578925251961,TabM,32,512,3,0,0.1,False,True,0.002,0.001,16384
1,2,266.84759376836007,366.2874727057619,466.90699296739746,468.85689122065924,0.06164340674877167,167.4077148309583,160.54088558504765,183.39455166910267,0.052076250314712524,TabM,32,128,3,0,0.1,True,True,0.002,0.001,16384
1,3,423.95532263205246,474.96299461925463,554.9147859946202,555.9940874742541,0.06099819764494896,372.94765064485034,363.0587012360187,385.8408378487721,0.053224723786115646,TabM,64,128,2,0,0.1,True,True,0.002,0.0001,16384
1,4,292.60637315759453,585.2127463151891,724.991232415273,726.7801298953325,0.049946460872888565,0.0,0.0,0.0,0.06702680140733719,TabM,8,512,3,0,0.1,True,True,0.002,0.001,16384
1,5,271.66434665772397,543.3286933154479,654.5325236674171,656.1484943910623,0.052579548209905624,0.0,0.0,0.0,0.05896777659654617,TabM,8,512,2,0,0.1,False,True,0.002,0.001,16384
1,6,412.2478467364743,585.3081541807969,616.4767112749936,618.2775347382541,0.05200035870075226,239.18753929215165,255.78833742572192,277.6048261757591,0.05511230602860451,TabM,64,256,3,0,0.1,False,True,0.002,0.001,16384
