name,m24,m23
기준 현행,740.5248879740922,545.9886414440174
depth4,803.2043979316894,634.1953211917439
depth5,738.1270967952491,611.3832742379421
depth8,637.9575433727803,369.9676391838325
n4000/lr.015,780.6780423699755,570.8155967801165
n8000/lr.0075,792.4347671732779,564.1882724654934
d4+n4000,813.7368692951009,623.8744300195109
