name,n,m24,m23,d24,d23,both
(a) A n4000/lr.004/d10 x4시드,4,868.9674630519062,748.6747831111584,0.0,0.0,False
(b) 네 설정 x 1시드,4,870.4517842136994,763.7298462704778,1.4843211617932184,15.055063159319388,True
(c) 네 설정 x 2시드,8,868.9459896321639,762.0025649316519,-0.021473419742278566,13.327781820493556,False
(c) - A 제외,6,868.1560829883472,764.9043928580346,-0.8113800635589996,16.229609746876235,False
(c) - B 제외,6,869.0568241587315,760.2902038592707,0.08936110682532217,11.615420748112342,True
(c) - C 제외,6,869.0241133720189,761.7372541499967,0.056650320112680674,13.06247103883834,True
(c) - D 제외,6,869.0050826682171,760.5456580936143,0.037619616310962556,11.870874982455916,True
