name,m24,m23
기준 leaves10,827.0887828946471,790.1894103785834
leaves8,823.5175718375954,799.7740099997652
leaves12,824.3696281281299,783.2718887533341
n2400/lr.005,834.3426271576582,788.1239425127085
n4800/lr.0025,831.9730366827426,790.3812820631573
n2400+mcs12000,832.3468444836002,792.7775561603955
