raw,trend,oracle,meanp,stage,name,val,nfeat,i,avg_raw,raw_2024,trend_2024,oracle_2024,meanp_2024,raw_2023,trend_2023,oracle_2023,meanp_2023,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,reg_lambda,reg_alpha,epochs,shrink,nn,w
613.6987415385709,647.8607047008644,660.7213983586213,0.4969162344932556,A,base48,2024.0,46.0,,,,,,,,,,,,,,,,,,,,,,
471.1561074192461,406.3360557517992,471.95480966508717,0.49853014945983887,A,base48,2023.0,46.0,,,,,,,,,,,,,,,,,,,,,,
781.6990087819886,808.8937687011244,821.6590212185571,0.4960932731628418,A,deconv,2024.0,69.0,,,,,,,,,,,,,,,,,,,,,,
714.2178901270113,664.2751579043371,729.7449002045986,0.49372410774230957,A,deconv,2023.0,69.0,,,,,,,,,,,,,,,,,,,,,,
787.3896867733987,821.7067417887191,834.4719943061407,0.4969450533390045,A,deconv+tm,2024.0,85.0,,,,,,,,,,,,,,,,,,,,,,
705.9805281587894,653.9158705665903,719.3319686861544,0.4941845238208771,A,deconv+tm,2023.0,85.0,,,,,,,,,,,,,,,,,,,,,,
776.2171082850156,803.3462524201896,816.0995747950817,0.4960831105709076,A,deconv+cl,2024.0,74.0,,,,,,,,,,,,,,,,,,,,,,
712.5072368094454,662.695634806243,728.1415352484055,0.4937068819999695,A,deconv+cl,2023.0,74.0,,,,,,,,,,,,,,,,,,,,,,
785.8089428868898,815.5030676680997,828.2623551142509,0.4963979721069336,A,full,2024.0,90.0,,,,,,,,,,,,,,,,,,,,,,
703.7036307117162,650.3038290667785,715.6782039346998,0.494493693113327,A,full,2023.0,90.0,,,,,,,,,,,,,,,,,,,,,,
,,,,B,,,,77.0,750.6914234517769,774.2426696947025,799.4629910235251,812.2043832558768,0.4958392381668091,727.1401772088515,673.0072384278141,738.4471784054658,0.4946483373641968,600.0,0.012,5.0,1500.0,0.7,0.5,10.0,1.0,,,,
,,,,B,,,,78.0,748.8501627807232,775.5967408729525,786.9661667132433,799.6598383754327,0.49386006593704224,722.1035846884938,666.7070274289699,732.0814022968914,0.4949757754802704,900.0,0.008,4.0,4000.0,0.7,0.7,800.0,10.0,,,,
,,,,B,,,,79.0,740.7411870448466,753.0547365442675,769.60184424677,782.2239350537275,0.49465304613113403,728.4276375454257,667.005050655023,732.5940022457012,0.4967365860939026,600.0,0.005,6.0,1500.0,0.5,0.7,10.0,0.0,,,,
699.4764663986853,699.5838376815389,712.4385662680144,0.4917718470096588,C,소형-임베딩없음,2024.0,,,,,,,,,,,,,,,,,,,,12.0,,,
637.3219373397299,598.7875342105209,664.0307788589705,0.4917789697647095,C,소형-임베딩없음,2023.0,,,,,,,,,,,,,,,,,,,,13.0,,,
538.6581449641436,549.9380947353804,563.341609878687,0.49384480714797974,C,소형-임베딩4,2024.0,,,,,,,,,,,,,,,,,,,,14.0,,,
0.0,0.0,0.0,0.48589274287223816,C,소형-임베딩4,2023.0,,,,,,,,,,,,,,,,,,,,21.0,,,
664.658345396707,691.2446680463203,703.8965842096289,0.4960083067417145,C,중형-임베딩없음,2024.0,,,,,,,,,,,,,,,,,,,,8.0,,,
599.1928457979578,605.3917288999511,670.7363014452627,0.48656919598579407,C,중형-임베딩없음,2023.0,,,,,,,,,,,,,,,,,,,,9.0,,,
507.7113552162782,494.97592805519685,508.48681448135704,0.48737388849258423,C,중형-강한정규화,2024.0,,,,,,,,,,,,,,,,,,,,14.0,,,
50.150616897226556,0.0,64.253075954257,0.4936889111995697,C,중형-강한정규화,2023.0,,,,,,,,,,,,,,,,,,,,14.0,,,
582.8235326459375,677.9664193996892,690.5646499215657,0.5025292038917542,C,초소형,2024.0,,,,,,,,,,,,,,,,,,,,19.0,,,
629.5077683524996,609.7249866068188,675.2424126232448,0.4892330765724182,C,초소형,2023.0,,,,,,,,,,,,,,,,,,,,16.0,,,
692.8492722179103,693.4099889172707,706.2110318623138,0.4918684959411621,C,소형-FiLM없음,2024.0,,,,,,,,,,,,,,,,,,,,14.0,,,
619.3213344858673,598.7994551395648,663.9234904975976,0.4893916845321655,C,소형-FiLM없음,2023.0,,,,,,,,,,,,,,,,,,,,9.0,,,
701.4270447039172,727.5898472933751,740.1403572451004,0.4959579408168793,D_shrink,,2024.0,,,,,,,,,,,,,,,,,,,,,0.7,,
763.9648518967923,790.1037942011691,802.737815150667,0.4959564805030823,D_shrink,,2024.0,,,,,,,,,,,,,,,,,,,,,0.85,,
793.4024786133808,819.4877352763364,832.1993021523366,0.495952844619751,D_shrink,,2024.0,,,,,,,,,,,,,,,,,,,,,1.0,,
790.3364319806983,816.362037930951,829.1213253771135,0.4959464967250824,D_shrink,,2024.0,,,,,,,,,,,,,,,,,,,,,1.15,,
755.5063808361684,781.412685361027,794.2137283060813,0.49593687057495117,D_shrink,,2024.0,,,,,,,,,,,,,,,,,,,,,1.3,,
641.4167764657531,588.7560724214369,654.9291495351883,0.4941517114639282,D_shrink,,2023.0,,,,,,,,,,,,,,,,,,,,,0.7,,
696.3782198152302,643.9618948162806,709.836948703968,0.4941598176956177,D_shrink,,2023.0,,,,,,,,,,,,,,,,,,,,,0.85,,
721.8234428559955,669.7051410831101,735.2046857059702,0.4941690266132355,D_shrink,,2023.0,,,,,,,,,,,,,,,,,,,,,1.0,,
718.1517967109752,666.4090042029169,731.4853558447743,0.49417948722839355,D_shrink,,2023.0,,,,,,,,,,,,,,,,,,,,,1.15,,
685.9533673677421,634.6456887697304,699.2034799982561,0.49419087171554565,D_shrink,,2023.0,,,,,,,,,,,,,,,,,,,,,1.3,,
793.1340504062412,820.0663471895075,832.7838791367892,0.4960583746433258,D_seed5,,2024.0,,,,,,,,,,,,,,,,,,,,,,,
724.7261890777957,672.2323780400718,737.7498040564979,0.49425461888313293,D_seed5,,2023.0,,,,,,,,,,,,,,,,,,,,,,,
809.0727208392212,829.3122076577397,841.9939491773998,0.49518096446990967,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,중형-강한정규화,0.1
814.9900715388902,829.2108014461563,841.8865778945461,0.4943048655986786,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,중형-강한정규화,0.2
810.9875087168317,819.7621285547463,832.437905003136,0.4934300184249878,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,중형-강한정규화,0.3
773.1510616523218,772.9124588015335,785.7015716040361,0.4916861951351166,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,중형-강한정규화,0.5
793.5635355376669,820.442146679512,833.1298532704312,0.49605193734169006,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,중형-임베딩없음,0.1
791.0462754618042,817.8771660334871,830.5231171255256,0.496045857667923,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,중형-임베딩없음,0.2
785.5703400361014,812.3654401801628,824.9934960583904,0.4960400462150574,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,중형-임베딩없음,0.3
765.7543732777383,792.4480672102163,805.0820881597032,0.496029257774353,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,중형-임베딩없음,0.5
800.5068784957436,824.1464559380796,836.8460926715393,0.49563658237457275,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-FiLM없음,0.1
804.0143404024036,824.5162903568026,837.1741715913817,0.49521514773368835,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-FiLM없음,0.2
803.6206456985994,821.1161997330074,833.7800460388456,0.4947943389415741,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-FiLM없음,0.3
791.2311926711712,803.1732653533629,815.8251815166606,0.4939544200897217,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-FiLM없음,0.5
800.1668694333719,823.7467961629941,836.4464328964539,0.4956270456314087,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩없음,0.1
803.5609949858969,823.9197832298206,836.6015247494696,0.49519598484039307,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩없음,0.2
803.2746715649464,820.5733782474467,833.261084838366,0.49476563930511475,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩없음,0.3
791.7620840141803,803.4059031328811,816.1115049376222,0.4939064681529999,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩없음,0.5
790.4080128359303,822.6611531918837,835.3369296402735,0.49670523405075073,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,초소형,0.1
783.5959014457883,821.497964294271,834.15584552885,0.4973523020744324,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,초소형,0.2
772.7156114496258,816.6185359955502,829.2465918737779,0.49799954891204834,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,초소형,0.3
738.7385654966882,795.6274501970339,808.2256807189103,0.4992944300174713,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,초소형,0.5
799.964057010194,825.1068324125143,837.8064691459741,0.4958321750164032,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩4,0.1
799.5763273776602,823.0071273255368,835.694833916456,0.49560675024986267,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩4,0.2
791.9947217937096,813.7433716434939,826.4430083769536,0.49538230895996094,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩4,0.3
755.2319875577584,773.7654639931146,786.5665069381578,0.49493661522865295,D_blend,,2024.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩4,0.5
729.5899281270501,679.4922238268275,744.9738870561217,0.49376529455184937,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-FiLM없음,0.1
731.0323605411617,683.4976559850326,748.9197145691185,0.49327656626701355,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-FiLM없음,0.2
729.0415653910975,684.2784768373078,749.6468912406962,0.4927883446216583,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-FiLM없음,0.3
714.7364505403542,676.0113125464761,741.3141618401343,0.4918140769004822,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-FiLM없음,0.5
732.3436627358126,681.0538655313669,746.5474496897051,0.4940042495727539,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩없음,0.1
736.3371739649849,686.3050347744926,751.7449747521443,0.4937543272972107,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩없음,0.2
736.6471181200818,687.9083997306856,753.3304583147715,0.4935050904750824,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩없음,0.3
726.3593563565873,680.3505307178659,745.7368265148313,0.49300846457481384,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩없음,0.5
734.0662369824224,683.9983350048095,749.4859586986257,0.49374836683273315,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,초소형,0.1
739.1683946125216,691.7528993468203,757.2464835051585,0.4932428300380707,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,초소형,0.2
740.0922666133014,695.4781896725382,760.9538924373105,0.4927380383014679,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,초소형,0.3
729.30382583003,690.9005529202927,756.3643347560322,0.49173134565353394,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,초소형,0.5
715.4219039602893,667.207706448747,732.7668557168155,0.4933718144893646,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩4,0.1
683.9268094305572,640.4332998197648,706.1355002363379,0.4924944043159485,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩4,0.2
630.5508496437074,592.1058534823164,658.0464724797453,0.49162453413009644,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩4,0.3
460.21269455842616,432.15082759288094,499.21201392028047,0.48991528153419495,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,소형-임베딩4,0.5
731.3601860898244,682.6751118811147,748.1448541813762,0.49348169565200806,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,중형-임베딩없음,0.1
733.6668858595075,689.2912274995888,754.7430884062734,0.4927094280719757,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,중형-임베딩없음,0.2
731.7356953546628,692.1045667535708,757.5206648731347,0.4919380843639374,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,중형-임베딩없음,0.3
715.0106319083304,686.2752324518829,751.6436468552823,0.4903980493545532,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,중형-임베딩없음,0.5
717.4246200393864,665.2467136212925,730.7462582441526,0.49418383836746216,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,중형-강한정규화,0.1
696.396101208796,644.5400598748319,710.039604497692,0.4941149652004242,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,중형-강한정규화,0.2
661.7658023409411,610.1302981942669,675.6715660687695,0.49404844641685486,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,중형-강한정규화,0.3
551.9919272550134,500.5709998310959,566.3328048928884,0.49392464756965637,D_blend,,2023.0,,,,,,,,,,,,,,,,,,,,,,중형-강한정규화,0.5
