name,m24,m23
기준 d4+bt2,829.8394379841257,700.6747905467514
depth3,828.387855187751,710.783080984223
depth5,827.8981708327638,647.8512065751452
bagtemp5,798.3025512253495,740.4575749902386
bagtemp1,800.5805224483242,632.4948371394635
n4000/lr.015,845.7154571509307,690.7956536048143
