name,nfeat,m24,m23,sec,d24,d23,both
기준선 124,124,872.8596891731222,781.7855899121984,174.5748257637024,0.0,0.0,False
+ 1군오염보정 4개,128,878.6319366204109,775.3997394851941,177.69335269927979,5.7722474472886915,-6.385850427004243,False
+ p_ctm 만,125,874.1934337695545,779.3068748393028,175.67346787452698,1.3337445964323251,-2.478715072895511,False
+ pR_rate/p_ctm,126,877.6274025286468,774.3719496010937,176.15837931632996,4.76771335552462,-7.4136403111047,False
